title,brand,rating,reviews,price,original_price,discount,url
"Thomson 7 kg 5 Star Aqua Magic Grande Series with Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey  (TSG7000)",Thomson,4.1,"25,404 Ratings & 2,196 Reviews","₹ 8,499","₹ 11,499",26% off,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-grande-series-toughened-glass-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm207d036ae4330?pid=WMNH27MKZ9A6T9PU&lid=LSTWMNH27MKZ9A6T9PUELHZOW&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_4_96&otracker=search&fm=organic&iid=d3d102a0-d888-4dd1-84c5-07a4e06c2c7e.WMNH27MKZ9A6T9PU.SEARCH&ppt=None&ppn=None&ssid=5az6whvq6o0000001756198884555&qH=b3522a5e7056c9c0
"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black  (RMSA705NNNDW)",,4.2,"85,791 Ratings & 7,629 Reviews","₹ 7,990","₹ 12,490",36% off,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6?pid=WMNGBFX49DZJWFKZ&lid=LSTWMNGBFX49DZJWFKZKCTHM6&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_97&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1ByYNQX3NEsmFBFLw7vwsRsb4SLIjPCECtl0KuyOuSs2_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),Thomson,4.1,"25,404 Ratings & 2,196 Reviews",,,31% off,https://www.flipkart.com/thomson-7-5-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-black/p/itme8d187d783edc?pid=WMNGR5WSESZZXFA4&lid=LSTWMNGR5WSESZZXFA4XW866G&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_98&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1BVBoVUfY-rCtHSEOAQ0hkC_twUU73wH7zS_4FUSe8G7fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
Samsung 10.5 kg Semi Automatic Top Load Washing Machine Grey  (WT10C4260GG/TL),Samsung,4.4,"33,194 Ratings & 2,141 Reviews","₹ 15,390","₹ 20,490",24% off,https://www.flipkart.com/samsung-10-5-kg-semi-automatic-top-load-washing-machine-grey/p/itm21aeca1b2f794?pid=WMNH8NMHGH5CFSHY&lid=LSTWMNH8NMHGH5CFSHYDL2ULZ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_99&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNH8NMHGH5CFSHY.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"Haier 9 kg Toughened Glass with Digital Kingfisher Print, Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine Black, Grey  (HTW90-178FL)",Haier,4.3,"5,458 Ratings & 348 Reviews",,,34% off,https://www.flipkart.com/haier-9-kg-toughened-glass-digital-kingfisher-print-anti-bacterial-vortex-pulsator-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-black-grey/p/itm66a1e3eba896c?pid=WMNGYGJYCGHRHBFX&lid=LSTWMNGYGJYCGHRHBFXE9UGYC&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_100&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGYGJYCGHRHBFX.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"TCL 9 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine Grey  (TWT90-P103PD)",TCL,4,232 Ratings & 7 Reviews,"₹ 9,990","₹ 25,000",60% off,https://www.flipkart.com/tcl-9-kg-5-star-extra-powerful-motor-magic-filter-fast-dry-semi-automatic-top-load-washing-machine-grey/p/itmdceda01d19307?pid=WMNH8YNYYMDFGZTV&lid=LSTWMNH8YNYYMDFGZTVJ7XNNJ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_101&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1DmZLYXrgXEvve9Cp2Yw2GmqY2TuL47HdeAs6bWIDNvWfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey  (RMSA755NNNDG)",,4.2,"85,791 Ratings & 7,629 Reviews","₹ 8,290","₹ 13,990",40% off,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615?pid=WMNGATRJPSSNF4BN&lid=LSTWMNGATRJPSSNF4BNVZQWDR&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_102&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1DHNogDA-b3EPIWlewkjgezK_zN3P0bltWlrLbMDzfMy_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 6.5 GENX GREY 5YrMW),Whirlpool,4.2,"24,139 Ratings & 1,645 Reviews","₹ 14,590","₹ 18,750",22% off,https://www.flipkart.com/whirlpool-6-5-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm4da0f8467315d?pid=WMNGNZFCKG3J2GMB&lid=LSTWMNGNZFCKG3J2GMB13DQWF&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_103&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGNZFCKG3J2GMB.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
realme TechLife 9 kg MegaWash Range Fully Automatic Top Load Washing Machine Grey  (RMTL905NNNHG),,4.3,161 Ratings & 21 Reviews,"₹ 13,990","₹ 28,990",51% off,https://www.flipkart.com/realme-techlife-9-kg-megawash-range-fully-automatic-top-load-washing-machine-grey/p/itma5e6ee138123e?pid=WMNHA7C7DSRGQFGY&lid=LSTWMNHA7C7DSRGQFGY7EZ7VP&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&spotlightTagId=default_TrendingId_j9e%2Fabm%2F8qx&srno=s_5_104&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNHA7C7DSRGQFGY.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"LG 8 kg Semi Automatic Top Load Washing Machine White, Maroon  (P8030SRAZ)",LG,4.5,"1,411 Ratings & 93 Reviews","₹ 12,990","₹ 18,000",27% off,https://www.flipkart.com/lg-8-kg-semi-automatic-top-load-washing-machine-white-maroon/p/itmb46d8b1694357?pid=WMNFTW2TV7NFNUEV&lid=LSTWMNFTW2TV7NFNUEVFI9HDS&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_105&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNFTW2TV7NFNUEV.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
MOTOROLA 7 kg Fully Automatic Top Load Washing Machine Grey  (MTTL705NNNEB),,4.2,"5,274 Ratings & 718 Reviews",,,45% off,https://www.flipkart.com/motorola-7-kg-fully-automatic-top-load-washing-machine-grey/p/itm90b51f25c5e90?pid=WMNGYHCPV5AZJFE7&lid=LSTWMNGYHCPV5AZJFE7Z0TQNT&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_106&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGYHCPV5AZJFE7.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"TCL 8 kg 5 Star with 10 Wash Program and Detergent Dispenser, Child Lock with Magic Filter Fully Automatic Top Load Washing Machine Black  (TWA80-P104PB)",TCL,4,326 Ratings & 36 Reviews,"₹ 12,990","₹ 28,000",53% off,https://www.flipkart.com/tcl-8-kg-5-star-10-wash-program-detergent-dispenser-child-lock-magic-filter-fully-automatic-top-load-washing-machine-black/p/itm0c855d77a4395?pid=WMNH8YNYSVXMSYQS&lid=LSTWMNH8YNYSVXMSYQS74WIHP&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_107&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1A0XMFVC_fL_hMSaKM-CKv85OG9oNkGRP4OW8KhTKQH0fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
MOTOROLA 14 kg 5 star rating Midnight Series Soft closing Glass lid Semi Automatic Top Load Washing Machine Black  (MTSA1405NNNDB),,4.3,"13,054 Ratings & 1,099 Reviews","₹ 12,990","₹ 22,990",43% off,https://www.flipkart.com/motorola-14-kg-5-star-rating-midnight-series-soft-closing-glass-lid-semi-automatic-top-load-washing-machine-black/p/itmce932676c29ac?pid=WMNGYHCPB75QZZHS&lid=LSTWMNGYHCPB75QZZHSKVAD4W&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_108&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1BDlkJ_iSHV8VggQ2Sb0l-dQreeq-DI_xJb8dvJo_3f4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"Godrej 7.5 kg 5 Star With Rain Shower Spin Washing Machine Semi Automatic Top Load Grey, White  (WS EDGE CLS 75 5.0 PN2 GPGR)",Godrej,4.3,"4,767 Ratings & 294 Reviews",,,33% off,https://www.flipkart.com/godrej-7-5-kg-5-star-rain-shower-spin-washing-machine-semi-automatic-top-load-grey-white/p/itmf007355e7bf64?pid=WMNGHNFWQZKHEMUD&lid=LSTWMNGHNFWQZKHEMUDRLL4JA&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_109&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGHNFWQZKHEMUD.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"Haier 8 Kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine Multicolor  (HTW80-186)",Haier,4.3,"5,458 Ratings & 348 Reviews","₹ 10,980","₹ 17,200",36% off,https://www.flipkart.com/haier-8-kg-oxyi-dry-technology-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-multicolor/p/itmbe3a32160cd95?pid=WMNGFGYFGKREWXGV&lid=LSTWMNGFGYFGKREWXGVB2DG9K&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_110&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGFGYFGKREWXGV.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"realme TechLife 8.5 kg 5 Star Rating, Toughened Glass lid, and Heavy Duty Motor Semi Automatic Top Load Washing Machine Grey, Black  (RMSA855NNNMG)",,4.2,"85,791 Ratings & 7,629 Reviews",,,45% off,https://www.flipkart.com/realme-techlife-8-5-kg-5-star-rating-toughened-glass-lid-heavy-duty-motor-semi-automatic-top-load-washing-machine-grey-black/p/itm4c8c74a0f7a80?pid=WMNH74VD4BQXMCDT&lid=LSTWMNH74VD4BQXMCDTBDBWSH&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_111&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1CjIokQ0Mzhb2solwWil_ntlI7uImG1yvJ2zJhRr3MO8_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"Thomson 8 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey  (TSG8000)",Thomson,4.1,"25,404 Ratings & 2,196 Reviews",,,30% off,https://www.flipkart.com/thomson-8-kg-5-star-aqua-magic-grande-series-floral-toughened-glass-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm19805c9b3ce40?pid=WMNH27MKNMWCT2DW&lid=LSTWMNH27MKNMWCT2DWCMV7G1&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_112&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1AYpdilmIZDBbT2uhHaodontW7JOWeKtZ_jRjISi_tbAw%3D%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"Thomson 8 kg PureWash with Stainless Steel Drum, Magic Filter and Multiple Wash Programs Fully Automatic Top Load Washing Machine Grey  (TTL8000S)",Thomson,4,"6,228 Ratings & 1,183 Reviews","₹ 12,499","₹ 18,499",32% off,https://www.flipkart.com/thomson-8-kg-purewash-stainless-steel-drum-magic-filter-multiple-wash-programs-fully-automatic-top-load-washing-machine-grey/p/itm33bf009894847?pid=WMNGT4ZWF6YDSF3M&lid=LSTWMNGT4ZWF6YDSF3MJVIZRH&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_113&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNGT4ZWF6YDSF3M.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Automatic Front Load Washing Machine with In-built Heater Black  (SENATOR BXN 8012/SENATOR BXN 8012 CMS)",IFB,4.3,"93,294 Ratings & 9,032 Reviews","₹ 34,490","₹ 45,990",25% off,https://www.flipkart.com/ifb-8-kg-5-star-steam-refresh-program-9-swirl-wash-eco-inverter-touch-panel-ai-fully-automatic-front-load-washing-machine-in-built-heater-black/p/itm954f9187ab67e?pid=WMNH25C2SEYPPH2G&lid=LSTWMNH25C2SEYPPH2GSANLMZ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_114&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNH25C2SEYPPH2G.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"BOSCH 7 kg Fully Automatic Front Load Washing Machine Black, Grey  (WAJ24209IN)",BOSCH,4.3,"10,277 Ratings & 795 Reviews",,,39% off,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-washing-machine-black-grey/p/itm9b2daa52f89cb?pid=WMNH3QDHZGPGA4ZG&lid=LSTWMNH3QDHZGPGA4ZGBZHQ2A&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_115&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNH3QDHZGPGA4ZG.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"LG 11 kg 5 Star with Roller Jet Pulsator with Soak,� Wind Jet Dry and Rat Away, 8 Kg (Spin Tub Capacity) Semi Automatic Top Load Washing Machine Black  (P1155SKAZ)",LG,4.5,"5,355 Ratings & 401 Reviews",,,28% off,https://www.flipkart.com/lg-11-kg-5-star-roller-jet-pulsator-soak-wind-dry-rat-away-8-spin-tub-capacity-semi-automatic-top-load-washing-machine-black/p/itm7108e1f496159?pid=WMNG6HDGYVSWC67E&lid=LSTWMNG6HDGYVSWC67EUJV74Z&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_116&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNG6HDGYVSWC67E.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
InnoQ 7.5 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine Grey  (75-TURBO-EXL-GB),InnoQ,4.2,"2,066 Ratings & 284 Reviews","₹ 6,995","₹ 18,990",63% off,https://www.flipkart.com/innoq-7-5-kg-turbo-wash-buzzer-wheels-jet-dryer-magic-filter-lint-semi-automatic-top-load-washing-machine-grey/p/itm386d78e7113a7?pid=WMNH6QK7ZWXPHSDF&lid=LSTWMNH6QK7ZWXPHSDFIPYKPW&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_117&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1AKqmjHRvD4-5MAOSEnQ6h1gdOsqCT56v9XxG2hSus4LA%3D%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"TCL 10 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine Red  (TWT100-P103PW)",TCL,4,232 Ratings & 7 Reviews,,,60% off,https://www.flipkart.com/tcl-10-kg-5-star-extra-powerful-motor-magic-filter-fast-dry-semi-automatic-top-load-washing-machine-red/p/itm2250e38cfe36a?pid=WMNH8YNYFH3QRV5J&lid=LSTWMNH8YNYFH3QRV5JPQ0SJX&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_118&otracker=search&fm=organic&iid=en_9RIyGKIlK3uOzsJZ8GcGn6dos8aiK8SfUnUDHwNWS1DFxEV0WYyMkteJsMvcgSfbNibIxaAGEdSHjMj410HtoKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
realme TechLife 12 kg Semi Automatic Top Load Washing Machine Grey  (RMSA1205NNNHS),,4.2,"85,791 Ratings & 7,629 Reviews","₹ 12,290","₹ 23,990",48% off,https://www.flipkart.com/realme-techlife-12-kg-semi-automatic-top-load-washing-machine-grey/p/itm39bbbc6ca119f?pid=WMNHA7C7YQGHPK7G&lid=LSTWMNHA7C7YQGHPK7GEF6E5L&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_119&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNHA7C7YQGHPK7G.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
BOSCH 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey  (WAJ2826BIN),BOSCH,4.3,"10,277 Ratings & 795 Reviews","₹ 33,990","₹ 51,490",33% off,https://www.flipkart.com/bosch-8-kg-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itmaafc08d9616a3?pid=WMNHYVZKXS2HY3XR&lid=LSTWMNHYVZKXS2HY3XRXI9GQR&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_120&otracker=search&fm=organic&iid=726b4505-66f3-42f1-893b-9ce8fe3c1020.WMNHYVZKXS2HY3XR.SEARCH&ppt=None&ppn=None&ssid=x1a8p4w59s0000001756198885228&qH=b3522a5e7056c9c0
"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black  (RMSA705NNNDW)",,4.2,"85,791 Ratings & 7,629 Reviews","₹ 7,990","₹ 12,490",36% off,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6?pid=WMNGBFX49DZJWFKZ&lid=LSTWMNGBFX49DZJWFKZKCTHM6&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_121&otracker=search&fm=organic&iid=en_8_OEAG-H3GxDnmglVx6Uvieci9CrX1Qw-dlc0MIs7gdmhOd7VSurpG7JSzi_jKw9b4SLIjPCECtl0KuyOuSs2_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),Thomson,4.1,"25,404 Ratings & 2,196 Reviews","₹ 7,899","₹ 11,499",31% off,https://www.flipkart.com/thomson-7-5-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-black/p/itme8d187d783edc?pid=WMNGR5WSESZZXFA4&lid=LSTWMNGR5WSESZZXFA4XW866G&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_122&otracker=search&fm=organic&iid=en_8_OEAG-H3GxDnmglVx6Uvieci9CrX1Qw-dlc0MIs7ge_9-Hz8d4ZXP4QlXI4e-v_rT_zl-L7vaO7hNJCNbDSHA%3D%3D&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
InnoQ 7.5 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine Maroon  (75-TURBO-EXL-WM),InnoQ,4.2,"2,066 Ratings & 284 Reviews","₹ 6,995","₹ 18,990",63% off,https://www.flipkart.com/innoq-7-5-kg-turbo-wash-buzzer-wheels-jet-dryer-magic-filter-lint-semi-automatic-top-load-washing-machine-maroon/p/itm23dd8203ed955?pid=WMNH6QK7TUSRYMK8&lid=LSTWMNH6QK7TUSRYMK8Q9RU2C&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_123&otracker=search&fm=organic&iid=88034769-a345-416e-a50c-9b678b78a354.WMNH6QK7TUSRYMK8.SEARCH&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
"Haier 8 Kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine Multicolor  (HTW80-186)",Haier,4.3,"5,458 Ratings & 348 Reviews","₹ 10,980","₹ 17,200",36% off,https://www.flipkart.com/haier-8-kg-oxyi-dry-technology-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-multicolor/p/itmbe3a32160cd95?pid=WMNGFGYFGKREWXGV&lid=LSTWMNGFGYFGKREWXGVB2DG9K&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_124&otracker=search&fm=organic&iid=88034769-a345-416e-a50c-9b678b78a354.WMNGFGYFGKREWXGV.SEARCH&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
"Godrej 7 kg 5 Star, Zero Pressure Technology Fills Tub 60% Faster, Stainless Steel Gravity Drum Fully Automatic Top Load Washing Machine Grey  (WTEON ALP 70 5.0 FDTN GPGR)",Godrej,4.2,"8,201 Ratings & 579 Reviews","₹ 14,090","₹ 27,000",47% off,https://www.flipkart.com/godrej-7-kg-5-star-zero-pressure-technology-fills-tub-60-faster-stainless-steel-gravity-drum-fully-automatic-top-load-washing-machine-grey/p/itmbc5afe7a71166?pid=WMNHFJ54DMXS5BXJ&lid=LSTWMNHFJ54DMXS5BXJPIDG5S&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_125&otracker=search&fm=organic&iid=88034769-a345-416e-a50c-9b678b78a354.WMNHFJ54DMXS5BXJ.SEARCH&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
"Voltas Beko 7.5 kg Semi Automatic Top Load Washing Machine Grey, White  (WTT75UHA/OK5S1S1W01)",Voltas Beko,4.3,"22,160 Ratings & 1,515 Reviews","₹ 9,290","₹ 17,990",48% off,https://www.flipkart.com/voltas-beko-7-5-kg-semi-automatic-top-load-washing-machine-grey-white/p/itma22d4a2470d45?pid=WMNGXUHC4ZUFZEGR&lid=LSTWMNGXUHC4ZUFZEGRDU7TUD&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_126&otracker=search&fm=organic&iid=88034769-a345-416e-a50c-9b678b78a354.WMNGXUHC4ZUFZEGR.SEARCH&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey  (RMSA755NNNDG)",,4.2,"85,791 Ratings & 7,629 Reviews",,,40% off,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615?pid=WMNGATRJPSSNF4BN&lid=LSTWMNGATRJPSSNF4BNVZQWDR&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_127&otracker=search&fm=organic&iid=en_8_OEAG-H3GxDnmglVx6Uvieci9CrX1Qw-dlc0MIs7gcp7Rw5p5pMvoHOcaFy8tqiPAOeQAZkKPzjPMqw_SD3DPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
MOTOROLA 14 kg 5 star rating Midnight Series Soft closing Glass lid Semi Automatic Top Load Washing Machine Black  (MTSA1405NNNDB),,4.3,"13,054 Ratings & 1,099 Reviews","₹ 12,990","₹ 22,990",43% off,https://www.flipkart.com/motorola-14-kg-5-star-rating-midnight-series-soft-closing-glass-lid-semi-automatic-top-load-washing-machine-black/p/itmce932676c29ac?pid=WMNGYHCPB75QZZHS&lid=LSTWMNGYHCPB75QZZHSKVAD4W&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_128&otracker=search&fm=organic&iid=en_8_OEAG-H3GxDnmglVx6Uvieci9CrX1Qw-dlc0MIs7gdc4ifchL4Ku0rnrUzkcl-vYBIFzW3C_g1Dz_cEQwF-cfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3oeedlm7ls0000001756198886057&qH=b3522a5e7056c9c0
