title,price,actual_price,rating,discount,brand,url
"IFB 9 Kg 5 Star with DeepClean® Technology, AI Powered, WiFi, Fully Automatic Front Load Washing Machine (EXECUTIVE MXN 9014K CMS, PowerSteam®, 9 Swirl, Steam Refresh, Eco Inverter, Mocha)","₹39,990.00","₹48,490",,-18%,Visit the IFB Store,https://www.amazon.in/IFB-EXECUTIVE-MXN-9014K-CMS/dp/B0F8QV7RCR/ref=sr_1_65?dib=eyJ2IjoiMSJ9.WVNdkSleFo6EWmnQzyuTwPRF-qxqs9hno1bEeRhIN5ixrV7gqnp8gm7CRR-DDq25_SUOUuBqzuftCvuijvzQ13vG3bvGiCImFHL0Xf9lxDda15fFStEvF5P6nJw4-6k7vS0H_dYIDeLTCi7LI4HsEnnxvGlyGezFJ4GDMO5cA1fSL27oK2h5sJGSwrqPpWawPFo187fgWyjlJvOe_ETAimr497ncVzSUeOMRqssOmYU.N57N6Yw-aFERmalZxf1VrQantJgHcM1EP8wB5D8sPNs&dib_tag=se&keywords=washing+machine&qid=1756363760&sr=8-65
"Voltas Beko, A Tata Product 9 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WTT90UHA/OK5B1B1S23, Black, Pulsator Wash Method and Double waterfall technology)",,,,,Visit the Voltas Beko Store,https://www.amazon.in/Voltas-Beko-Semi-Automatic-WTT90UHA-OK5B1B1S23/dp/B0D95VC9WT/ref=sr_1_66?dib=eyJ2IjoiMSJ9.WVNdkSleFo6EWmnQzyuTwPRF-qxqs9hno1bEeRhIN5ixrV7gqnp8gm7CRR-DDq25_SUOUuBqzuftCvuijvzQ13vG3bvGiCImFHL0Xf9lxDda15fFStEvF5P6nJw4-6k7vS0H_dYIDeLTCi7LI4HsEnnxvGlyGezFJ4GDMO5cA1fSL27oK2h5sJGSwrqPpWawPFo187fgWyjlJvOe_ETAimr497ncVzSUeOMRqssOmYU.N57N6Yw-aFERmalZxf1VrQantJgHcM1EP8wB5D8sPNs&dib_tag=se&keywords=washing+machine&qid=1756363760&sr=8-66
HOMEAPPY Button Operated Mini Top Loading Washing Machine || Steel Drum Portable Washing Machine with Anti Bacterial Function of Blue UV Light Rotary Controller for Compact Laundry || Baby Clothes.,"₹5,149.00","₹8,999",,-43%,Brand: HOMEAPPY,https://www.amazon.in/HOMEAPPY-Button-Mini-Bacterial-Controller/dp/B0FHDXHR7Y/ref=sr_1_67?dib=eyJ2IjoiMSJ9.WVNdkSleFo6EWmnQzyuTwPRF-qxqs9hno1bEeRhIN5ixrV7gqnp8gm7CRR-DDq25_SUOUuBqzuftCvuijvzQ13vG3bvGiCImFHL0Xf9lxDda15fFStEvF5P6nJw4-6k7vS0H_dYIDeLTCi7LI4HsEnnxvGlyGezFJ4GDMO5cA1fSL27oK2h5sJGSwrqPpWawPFo187fgWyjlJvOe_ETAimr497ncVzSUeOMRqssOmYU.N57N6Yw-aFERmalZxf1VrQantJgHcM1EP8wB5D8sPNs&dib_tag=se&keywords=washing+machine&qid=1756363760&sr=8-67
"Samsung 8 Kg, 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Super Speed, Soft Closing Door, Wi-Fi, Digital Inverter, Fully-Automatic Top Load Washing Machine (WA80F08S2LTL, Lavender Gray)","₹22,490.00","₹30,990",,-27%,Visit the Samsung Store,https://www.amazon.in/Samsung-Ecobubble-Inverter-Fully-Automatic-WA80F08S2LTL/dp/B0F2SLWGJW/ref=sr_1_68?dib=eyJ2IjoiMSJ9.WVNdkSleFo6EWmnQzyuTwPRF-qxqs9hno1bEeRhIN5ixrV7gqnp8gm7CRR-DDq25_SUOUuBqzuftCvuijvzQ13vG3bvGiCImFHL0Xf9lxDda15fFStEvF5P6nJw4-6k7vS0H_dYIDeLTCi7LI4HsEnnxvGlyGezFJ4GDMO5cA1fSL27oK2h5sJGSwrqPpWawPFo187fgWyjlJvOe_ETAimr497ncVzSUeOMRqssOmYU.N57N6Yw-aFERmalZxf1VrQantJgHcM1EP8wB5D8sPNs&dib_tag=se&keywords=washing+machine&qid=1756363760&sr=8-68
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)","₹28,990.00","₹36,590",,-21%,Visit the IFB Store,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTgxODE0NjUyNjA1Mzg2OjE3NTYzNjM3NjA6c3BfYnRmOjMwMDM0NTE2OTU1MjQzMjo6MDo6&url=%2FIFB-Automatic-SERENA-GXN-7012%2Fdp%2FB0DFLL8FND%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.WVNdkSleFo6EWmnQzyuTwPRF-qxqs9hno1bEeRhIN5ixrV7gqnp8gm7CRR-DDq25_SUOUuBqzuftCvuijvzQ13vG3bvGiCImFHL0Xf9lxDda15fFStEvF5P6nJw4-6k7vS0H_dYIDeLTCi7LI4HsEnnxvGlyGezFJ4GDMO5cA1fSL27oK2h5sJGSwrqPpWawPFo187fgWyjlJvOe_ETAimr497ncVzSUeOMRqssOmYU.N57N6Yw-aFERmalZxf1VrQantJgHcM1EP8wB5D8sPNs%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1756363760%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=DIJYz8tCwP&sp_cr=ZAZ
,,,,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzE2MDI5NzgyMzYwMDk2OjE3NTYzNjM3Njk6c3BfYXRmX25leHQ6MzAwMzQ2MTAzODI2NDMyOjowOjo&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsr_1_65_sspa%3Fdib%3DeyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1756363769%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=ffvzZ3GVcX&sp_cr=ZAZ
"Godrej 6 Kg 5 Star AI Powered, Eco Wash, Steam Wash, Anti-Fade Color Programs, Pause The Wash Cycle, Child Lock, Fully Automatic Front Load Washing Machine (WFEON ARG 6010 5.0, Silver Stream)","₹22,790.00","₹38,500",,-41%,Visit the Godrej Store,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzE2MDI5NzgyMzYwMDk2OjE3NTYzNjM3Njk6c3BfYXRmX25leHQ6MzAwMjM4MjYzOTg3MjMyOjowOjo&url=%2FGodrej-Fully-Automatic-WFEON-ARG-6010%2Fdp%2FB0D53LM2CX%2Fref%3Dsr_1_66_sspa%3Fdib%3DeyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1756363769%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=eZz4J9eDnB&sp_cr=ZAZ
,,,,,,https://www.amazon.in/Whirlpool-DMIX-GRAPHITE-GREY-10YR/dp/B0D13N36TB/ref=sr_1_67?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-67
,,,,,,https://www.amazon.in/HOMEAPPY-Button-Mini-Bacterial-Controller/dp/B0FHDXHR7Y/ref=sr_1_68?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-68
,,,,,,https://www.amazon.in/Haier-Automatic-Washing-Inverter-HW80-IM12929C/dp/B09QT66RXS/ref=sr_1_69?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-69
,,,,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTQxOTQwMzE4Mzc3MjUyOjE3NTYzNjM3Njk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDMzMTkwOTM0NzQzMjo6MTo6&url=%2FIFB-Technology-Executive-SXN-9014K%2Fdp%2FB0D7CPNWSN%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dwashing%2Bmachine%26keywords%3Dwashing%2Bmachine%26pd_rd_i%3DB0D7CPNWSN%26pd_rd_r%3D1d3c399e-f402-4f2a-bb74-16577cb6b753%26pd_rd_w%3D6jagl%26pd_rd_wg%3D8c9nV%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DHNV8F96PSCQW8C62XN53%26qid%3D1756363769%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-66-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Dryer Deep Cleaning for Underwear Washing Machine Clothes Washer,"₹1,449.00","₹2,499",,-42%,Brand: Monkemon,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTQxOTQwMzE4Mzc3MjUyOjE3NTYzNjM3Njk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDY2ODI4ODY3NDAzMjo6Mzo6&url=%2FAutomatic-Mini-Washing-Cleaning-Underwear%2Fdp%2FB0FM7WW4N1%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dwashing%2Bmachine%26keywords%3Dwashing%2Bmachine%26pd_rd_i%3DB0FM7WW4N1%26pd_rd_r%3D1d3c399e-f402-4f2a-bb74-16577cb6b753%26pd_rd_w%3D6jagl%26pd_rd_wg%3D8c9nV%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DHNV8F96PSCQW8C62XN53%26qid%3D1756363769%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-68-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)","₹35,490.00","₹46,190",,-23%,Visit the IFB Store,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTQxOTQwMzE4Mzc3MjUyOjE3NTYzNjM3Njk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDMzMTkwOTM0NzYzMjo6NDo6&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dwashing%2Bmachine%26keywords%3Dwashing%2Bmachine%26pd_rd_i%3DB0DCNVBFCL%26pd_rd_r%3D1d3c399e-f402-4f2a-bb74-16577cb6b753%26pd_rd_w%3D6jagl%26pd_rd_wg%3D8c9nV%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DHNV8F96PSCQW8C62XN53%26qid%3D1756363769%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-69-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
,,,,,,https://www.amazon.in/Godrej-Fully-Automatic-WTEON-FDTN-GPGR/dp/B0D62DRL4C/ref=sr_1_70?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-70
"LG 7 Kg, 5 Star, Direct Drive Technology, Steam Wash, 6 Motion DD, Smart Diagnosis, Fully-Automatic Front Load Washing Machine (FHM1207SDM, Allergy Care, In-Built Heater, Touch Panel, Middle Black)","₹25,990.00",,,,Visit the LG Store,https://www.amazon.in/LG-Inverter-Fully-Automatic-Washing-FHM1207SDM/dp/B0BMGD9Y2X/ref=sr_1_71?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-71
,,,,,,https://www.amazon.in/IFB-Automatic-Senator-MSN-8014/dp/B0D8HWGKWT/ref=sr_1_72?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-72
,,,,,,https://www.amazon.in/Samsung-Control-Fully-Automatic-WW70T502NAN1TL-Inverter/dp/B09KGYCR7Z/ref=sr_1_73?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-73
,,,,,,https://www.amazon.in/Bosch-Fully-Automatic-Loading-Washing-WAJ2826BIN/dp/B0D47334T5/ref=sr_1_74?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-74
,,,,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzE2MDI5NzgyMzYwMDk2OjE3NTYzNjM3Njk6c3BfbXRmOjMwMDU0NDk3MjY2NTgzMjo6MDo6&url=%2FIFB-Laundrimagic%25C2%25AE-EXECUTIVE-ZMN-Technology%2Fdp%2FB0DSLHH97S%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1756363769%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=oVcVmFw3PP&sp_cr=ZAZ
,,,,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzE2MDI5NzgyMzYwMDk2OjE3NTYzNjM3Njk6c3BfbXRmOjMwMDY3NTQzNDA2MzkzMjo6MDo6&url=%2FBosch-Automatic-WGA1420TIN-Pretreatment-Bacteria%2Fdp%2FB0D22WV22C%2Fref%3Dsr_1_76_sspa%3Fdib%3DeyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1756363769%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=iwsrQNOwrw&sp_cr=ZAZ
"IFB 9/6/3 kg Fully Automatic Washer Dryer Refresher with Steam Refresh, AI Powered, 100% Dry Clothes, 9 Swirl Wash Mimic Handwashing, WiFi & Eco Inverter Motor (WDR Executive ZMN, Mocha)","₹50,990.00","₹66,690",,-24%,Visit the IFB Store,https://www.amazon.in/IFB-Laundrimagic%C2%AE-EXECUTIVE-ZMN-Technology/dp/B0DSLHH97S/ref=sr_1_77?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-77
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.5 GREY DAZZLE,2x Drying Power)","₹13,290.00","₹17,600",,-24%,Visit the Whirlpool Store,https://www.amazon.in/Whirlpool-MAGIC-CLEAN-GREY-DAZZLE/dp/B0DSDYF493/ref=sr_1_78?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-78
"Samsung 11.5 Kg Semi-Automatic Top Load Washing Machine Appliance (WT11A4260GD/TL,Dark Gray)","₹18,490.00","₹18,490",,-20%,Visit the Samsung Store,https://www.amazon.in/Samsung-Semi-Automatic-Appliance-WT11A4260GD-TL/dp/B0C2PZ2QDQ/ref=sr_1_79?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-79
,,,,,,https://www.amazon.in/Bosch-Automatic-WGA1420TIN-Pretreatment-Bacteria/dp/B0D22WV22C/ref=sr_1_80?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-80
,,,,,,https://www.amazon.in/Samsung-Automatic-Loading-WT75B3200GD-TL/dp/B0BV2RHG93/ref=sr_1_81?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-81
,,,,,,https://www.amazon.in/Welko-Portable-Washing-Foldable-Automatic/dp/B0FGQHG2FL/ref=sr_1_82?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-82
"IFB 9 Kg 5 Star with DeepClean® Technology, AI Powered, Fully Automatic Top Load Washing Machine (TL900NB2S, PowerSteam®, Inbuilt Heater, Aqua Energie, Noir Black)","₹25,490.00","₹35,690",,-29%,Visit the IFB Store,https://www.amazon.in/IFB-DeepClean%C2%AE-Technology-TL900NB2S-PowerSteam%C2%AE/dp/B0DSLKCQ7Q/ref=sr_1_83?dib=eyJ2IjoiMSJ9.w3UMfX1JO-mn1vdbPndzd49iwYhOigWiw1tzUn-VCQnKWBblwXiUEO81kH1cE2PnXYuiGGSqcQIzgOc0M4sfT0kvwmF2h3Zq-2f98h4KGeo9X24sToFpAinM7RkQGYKH41yU_v-CGa2a5IAMPBR170Nlgc3jeEmLWapvzf4OmyOI3WQoYVTbhQkRU8kWlmIjTBoWnUSlL1X0t5WNphk2vrd6UpMpwO5oeHp-OEjELXQ.7nvHvyuI79IwlknZ4iEup8Di9q9lHa1L6JXTdem7U-8&dib_tag=se&keywords=washing+machine&qid=1756363769&sr=8-83
