title,url,brand,capacity (Kilograms),colour,special feature,price,mrp,rating,reviews,discount (%),depth (Centimeters),width (Centimeters),height (Centimeters)
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTczODY5MDY4OTgxMjI4OjE3NTU4NDM3Njc6c3BfbXRmOjMwMDM0NjEwMzgyNjQzMjo6MDo6&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsr_1_171_sspa%3Fdib%3DeyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843767%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=ffvzZ3GVcX&sp_cr=ZAZ,IFB,8,Mocha,Auto Restart,35490,46190,4,1357,23,62.1,59.8,87.5
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTczODY5MDY4OTgxMjI4OjE3NTU4NDM3Njc6c3BfbXRmOjMwMDQzOTUwMjc2MTQzMjo6MDo6&url=%2FIFB-Automatic-DIVA-GXN-6010%2Fdp%2FB0DFLT2Q9W%2Fref%3Dsr_1_172_sspa%3Fdib%3DeyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843767%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=24zeRNucoY&sp_cr=ZAZ,IFB,6,Grey,N/A,25490,34490,4,3777,26,51.8,59.8,87.5
"Havells-Lloyd 8.5 Kg 5 Star Semi-Automatic Top Load Washing Machine (LWMS85RDB Red, Active Soak)",https://www.amazon.in/Lloyd-Semi-Automatic-Loading-LWMS85RDB-Red/dp/B07MZRNVQQ/ref=sr_1_173?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-173,Lloyd,8.5,N/A,N/A,10990,16290,4,283,33,N/A,N/A,N/A
"ONIDA 7 kg 5 Star Semi Automatic Top Loading Washing Machine (S70GR,Grey, 5 Spin Storm Pulsator, Powerful Wash Motor, Magic Filter)",https://www.amazon.in/Automatic-S70GR-Pulsator-Powerful-Filter/dp/B0BSFBRVSG/ref=sr_1_174?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-174,Onida,7,Black & Grey,"5 Fin Storm Pulsator, High Speed Spin 1400 RPM, Magic Filter, Powerfull Wash Motor, Rust Free Body",N/A,N/A,3.8,206,N/A,43.5,74,93.5
"Samsung 12 kg, 5star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DG5B24AXTL, Inox)",https://www.amazon.in/Samsung-Ecobubble-Inverter-Fully-Automatic-WW12DG5B24AXTL/dp/B0DFD25CCX/ref=sr_1_175?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-175,Samsung,12,Inox,"Drum Clean, Hygiene Steam, Inverter, Smart Connectivity, Super Speed",40890,51990,4.2,1153,21,60,60,85
"LG 12 Kg (Wash) / 7 Kg (Dry), AI Direct Drive Technology, Steam+ & Wi-Fi Front Load Fully Automatic Washer Dryer (FHD1207STB, Intelligent & Convenient Fabric Care & Turbowash 360, Platinum Black)",https://www.amazon.in/LG-Technology-FHD1207STB-Intelligent-Convenient/dp/B0FD3DN6Q4/ref=sr_1_176?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-176,LG,12,Platinum Black,"Child Lock, Hygiene Steam, Inverter, LED Display, Smart Connectivity",56299,101999,5,1,45,56.5,60,85
Voltas Beko by A Tata Product 7 kg 5 Star Semi Automatic Top Load Washing Machine Burgundy 2024 (WTT70UHA/BRSSWH5POD) (7 KG),https://www.amazon.in/Voltas-Beko-Automatic-Burgundy-BRSSWH5POD/dp/B0DDTXGKPW/ref=sr_1_177?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-177,Voltas Beko,7,Burgundy,Child Lock,N/A,N/A,4.3,26,N/A,47.5,94.5,80.5
OG Star 9.5 kg Fully Automatic Top Load Washing Machine (GFT9500/Grey/2025),https://www.amazon.in/OG-Automatic-Washing-Machine-GFT9500/dp/B0DYJVFP22/ref=sr_1_178?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-178,OG STAR,9.5,N/A,N/A,12999,16999,N/A,M.R.P:,24,56,57,97
"Bosch 8.0 kg 5 Star Fully-Automatic Top Loading Washing Machine (WOE802B7IN,Black,ExpertCare)",https://www.amazon.in/Bosch-Fully-Automatic-Loading-WOE802B7IN-ExpertCare/dp/B0DY81PS3T/ref=sr_1_179?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-179,Bosch,8,Silver,N/A,24690,31990,N/A,M.R.P:,23,60,54.2,101.5
"Electrolux 11kg 5 Star Fully Automatic Front Load Washing Machine with AI SensorWash, WiFi, Full Load Vapour Wash, EcoInverter, Dark Silver, UltimateCare 700, EWF1142R7SB",https://www.amazon.in/Electrolux-SensorWash-EcoInverter-UltimateCare-EWF1142R7SB/dp/B0DF414FDC/ref=sr_1_180?dib=eyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig&dib_tag=se&keywords=washing+machine&qid=1755843767&sr=8-180,Electrolux,11,N/A,N/A,56990,93490,5,4,39,63.6,60,85
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTczODY5MDY4OTgxMjI4OjE3NTU4NDM3Njc6c3BfYnRmOjMwMDM0NTE2OTU1MjQzMjo6MDo6&url=%2FIFB-Automatic-SERENA-GXN-7012%2Fdp%2FB0DFLL8FND%2Fref%3Dsr_1_181_sspa%3Fdib%3DeyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843767%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=DIJYz8tCwP&sp_cr=ZAZ,IFB,7,N/A,N/A,28990,36590,4,2611,21,51.8,59.8,87.5
"Samsung 7 kg, Eco Bubble Technology, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4441YYTL, Lavender Gray)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTczODY5MDY4OTgxMjI4OjE3NTU4NDM3Njc6c3BfYnRmOjMwMDQ1MTg2MDM0OTMzMjo6MDo6&url=%2FSamsung-Inverter-Fully-Automatic-WA70BG4441YYTL-Technology%2Fdp%2FB0B8NHX62W%2Fref%3Dsr_1_182_sspa%3Fdib%3DeyJ2IjoiMSJ9.IuBR4gsFOGSx53ha3q3ctSyewTGUbgzbn_-1u7AS3AGiqdwiIC_eK-ovtl1PjV_gqIgO_DMt8ikI1FMiq3VhXV1irdwJnAPY_LyBTDf2IzJ8tTP9F1PVj_G3gC5aIyBI_0QcFy263i5a4eKtI0Qxp4xaS72rfpgKNrYceefA9BfqfLniOwOjDMWKDgdXU5uTTJ-d0lvOrtrL1sXCSI9Po64q_uimW7q7KwdPDFPVxHQ.E_WG04q4zRGDWfhijBy-97kmBNECvfG9FyBssnLkRig%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843767%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=XP4xzgWA6e&sp_cr=ZAZ,Samsung,7,Lavender Gray,"Inverter, Water Level 5.00",17490,22500,4.1,7802,22,56.6,54,98.8
"Voltas Beko, A Tata Product 8 Kg 5 Star Fully-Automatic Top Loading Washing Machine with Anti-Bacterial wash Technology (WTL8006UEAH / OBS3060, Dark Grey, Inbuilt Heater)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDk2OTQxNTc0NjA5MTg5OjE3NTU4NDM4Mzg6c3BfYXRmX25leHQ6MzAwNjM5ODk2NzA5MjMyOjowOjo&url=%2FVoltas-Beko-Fully-Automatic-WTL8006UEAH-OBS3060%2Fdp%2FB0F2TF4L83%2Fref%3Dsr_1_177_sspa%3Fdib%3DeyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843837%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=yQpjJNxBM7&sp_cr=ZAZ,Voltas Beko,8,N/A,"Delay Start, Drum Clean, Inbuilt Heater, Protective Rat Mesh, Time Remaining Display",17950,41990,4,64,57,62,60.5,104
Whirlpool 6.5 Kg 5 Star MAGIC CLEAN PRO Fully Automatic Top Load Washing Machine (MAGIC CLEAN PRO 6.5 (H) GREY 5YMW with In-Built Heater),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDk2OTQxNTc0NjA5MTg5OjE3NTU4NDM4Mzg6c3BfYXRmX25leHQ6MzAwNjQzOTcyNzAyODMyOjowOjo&url=%2FWhirlpool-Fully-Automatic-Washing-Machine%2Fdp%2FB0DGLMGQSN%2Fref%3Dsr_1_178_sspa%3Fdib%3DeyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843837%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=lVlJ6MW7Lx&sp_cr=ZAZ,Whirlpool,6.5,Grey,Energy Efficient,15990,21100,3.9,12010,24,58,54,101
"Bosch 8.0 kg 5 Star Fully-Automatic Top Loading Washing Machine (WOE802B7IN,Black,ExpertCare)",https://www.amazon.in/Bosch-Fully-Automatic-Loading-WOE802B7IN-ExpertCare/dp/B0DY81PS3T/ref=sr_1_179?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-179,Bosch,8,Silver,N/A,24690,31990,N/A,M.R.P:,23,60,54.2,101.5
"Electrolux 11kg 5 Star Fully Automatic Front Load Washing Machine with AI SensorWash, WiFi, Full Load Vapour Wash, EcoInverter, Dark Silver, UltimateCare 700, EWF1142R7SB",https://www.amazon.in/Electrolux-SensorWash-EcoInverter-UltimateCare-EWF1142R7SB/dp/B0DF414FDC/ref=sr_1_180?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-180,Electrolux,11,N/A,N/A,56990,93490,5,4,39,63.6,60,85
"LG 12 Kg, 5 Star, AI Direct Drive Technology, Wi-Fi, Steam Fully Automatic Front-Loading Washing Machine (FHP1412Z3O, Intelligent & Convenient Fabric Care, Allergy Care, In-Built Heater, Onyx Black)",https://www.amazon.in/LG-Technology-Front-Loading-FHP1412Z3O-Intelligent/dp/B0FDBB4TF5/ref=sr_1_181?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-181,LG,12,N/A,"Child Lock, High Efficiency, Hygiene Steam, Inverter, Smart Connectivity",44990,59990,5,1,25,56.5,60,85
"LG 9.5 kg 5 Star Wind jet dry Semi-Automatic Top Load Washing Machine (P955ASGAZ, Dark Gray, Roller Jet Pulsator)",https://www.amazon.in/LG-Semi-Automatic-Washing-P955ASGAZ-Pulsator/dp/B0CR9HF8VY/ref=sr_1_182?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-182,LG,9.5,N/A,"High Efficiency, Rat Away, Wind Jet Dry",16990,23490,4.2,10,28,54.5,90.5,102.5
"Electrolux 8kg 5 Star Fully Automatic Front Load Washing Machine with UltraMix, Full Load Vapour Wash for Sustainable Clothing, Hygienic Care, EcoInverter, White, UltimateCare 500, EWF8024R5WB",https://www.amazon.in/Electrolux-EcoInverter-Scandinavian-UltimateCare-EWF8024R5WB/dp/B0BBTQNM9V/ref=sr_1_183?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-183,Electrolux,8,White,N/A,39510,68990,4.4,53,43,58,60,85
"IFB 9 Kg 5 Star AI Eco Inverter Fully Automatic Front Load Washing Machines with Wifi (EXECUTIVE MXC 9014, 2023 Model, Mocha, Oxyjet™ 9 Swirl Wash, 4 Years Comprehensive Warranty)",https://www.amazon.in/IFB-EXECUTIVE-MXC-9014-Comprehensive/dp/B0C28DSG7N/ref=sr_1_184?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-184,IFB,9,Mocha / WDR Door,"2x Power Steam, 9 Swirl Powered by AI, Aqua Energie, Oxyjet Technology, Wifi and Voice Enabled",42799,47899,3.9,47,11,65,59.8,87.5
"Samsung 12 kg, 5 Star, AI Control, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DB7B24GBTL, Black)",https://www.amazon.in/Samsung-Control-Inverter-Fully-Automatic-WW12DB7B24GBTL/dp/B0DFCWKRCY/ref=sr_1_185?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-185,Samsung,12,N/A,"AI Eco Bubble Technology, Hygiene Steam, Inverter, Spin Speed : 1400 rpm, WiFi Embedded",47380,65990,N/A,M.R.P:,28,60,60,85
"Godrej 8 Kg 5 Star With 460 PowerMax Wash Motor Semi-Automatic Top Load Boderless Design Washing Machine Appliance (WSEDGE ULT 80 5.0 DB2M CSRD, Crystal Red, With Toughened Glass Lid)",https://www.amazon.in/Godrej-Ultima-Semi-Automatic-Washing-Machine/dp/B09GB3K3QL/ref=sr_1_186?dib=eyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U&dib_tag=se&keywords=washing+machine&qid=1755843837&sr=8-186,Godrej,8,N/A,N/A,N/A,N/A,4,225,N/A,49.2,80.6,93.5
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDk2OTQxNTc0NjA5MTg5OjE3NTU4NDM4Mzg6c3BfbXRmOjMwMDQzOTUwMjc2MTQzMjo6MDo6&url=%2FIFB-Automatic-DIVA-GXN-6010%2Fdp%2FB0DFLT2Q9W%2Fref%3Dsr_1_187_sspa%3Fdib%3DeyJ2IjoiMSJ9.qHqCKb-FutNU4oG5ZoDkbFHd3UmR9_yxre2DkWoWKCOAQ8CgYs-x6oPrwy94OiFwRY-YDTf9-wUShtey3MYvQZ4oRORDKHd-MHWWwez6IFSFy6OTsruJhUWQq89VIicM_7RNoGrbDxgmQb17siz6WKuTi8mBQXHkNCPVQPcaXgU_vz9ciuA8eWgWoSC1jw6KFI53FFXNouLbLXEwMLDuOU7FQ9Fmmz07XWxusGUcQAg.AnZmE1Pr0d8n53cQsHyWlqkGQ3lQ_-CHCf5DeZt6f6U%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843837%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=24zeRNucoY&sp_cr=ZAZ,IFB,6,Grey,N/A,25490,34490,4,3777,26,51.8,59.8,87.5
