title,url,brand,capacity (Kilograms),colour,special feature,price,mrp,rating,reviews,discount (%),depth (Centimeters),width (Centimeters),height (Centimeters)
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfYXRmOjMwMDM0NjEwMzgyNjQzMjo6MDo6&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&sp_cr=ZAZ,IFB,8,Mocha,Auto Restart,35490,46190,4,1357,23,62.1,59.8,87.5
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfYXRmOjMwMDQzOTUwMjc2MTQzMjo6MDo6&url=%2FIFB-Automatic-DIVA-GXN-6010%2Fdp%2FB0DFLT2Q9W%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&sp_cr=ZAZ,IFB,6,Grey,N/A,25490,34490,4,3777,26,51.8,59.8,87.5
"Haier 6 kg 5 Star Oceanus Wave Drum Washing Machine Fully Automatic Top Load (HWM60-AE, Moonlight Silver)",https://www.amazon.in/Haier-Automatic-Pulsator-HWM60-AE-Titanium/dp/B0CC8P3J3L/ref=sr_1_3?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-3,Haier,6,N/A,"Balance clean Pulsator, Magic filter, Oceanus Wave Drum",12490,22900,4.2,1267,45,54,52,93
Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey (MAGIC CLEAN 7.0 GENX GREY 5YMW),https://www.amazon.in/Whirlpool-MAGIC-CLEAN-7-0-GENX/dp/B0DSBRDRDV/ref=sr_1_4?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-4,Whirlpool,7,Grey,"12 Wash Program Hard Water Wash Aqua Store, 6th Sense Technology, Spiro Wash Technology",14990,19550,4,12913,23,58,55,85
"LG 7 Kg 5 Star Wind Jet Dry Semi-Automatic Top Loading Washing Machine (P7020NGAZ, Dark Gray, Rat Away Feature)",https://www.amazon.in/LG-P7020NGAZ-Fully-Automatic-Washing-Machine/dp/B09DD573SY/ref=sr_1_5?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-5,LG,7,Dark Gray,"Collar Scrubber, Normal Pulsator, Protective Rat Mesh, Rust Free Plastic Base, Wind Jet Dry",11490,16090,4.3,7161,29,48,81,98
"Godrej 7 Kg 5 Star, AI Powered, Fabrisafe Steel Drum, Magic Lint Filter, Fills Tub At ~0 Water Pressure, Fully-Automatic Top Load Washing Machine (WTEON ALP 70 5.0 FDUN GPGR, Graphite Grey)",https://www.amazon.in/Godrej-Fully-Automatic-WTEON-FDUN-GPGR/dp/B0F3DBMCBQ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-6,Godrej,7,N/A,"3 Digit LED Display, Cycle End buzzer, Unbalance Sensor, Zero pressure technology, fabrisafe Drum",13990,27300,4,1496,49,56.5,56.5,93.2
"LG 7 Kg, 5 Star, Direct Drive Technology, Steam Wash, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1207Z2M, Allergy Care, In-Built Heater, Touch Panel, Middle Black)",https://www.amazon.in/LG-Technology-Fully-Automatic-Washing-FHB1207Z2M/dp/B0DG8RPQNS/ref=sr_1_7?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-7,LG,7,N/A,"Auto Restart, Child Lock, High Efficiency, Hygiene Steam, Inverter",29990,44490,4.2,4797,33,44,60,85
"Samsung 8 kg, 5 star, Eco Bubble Tech, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA80BG4441BGTL, Light Gray)",https://www.amazon.in/Samsung-Fully-Automatic-Ecobubble-WA80BG4441BGTL-Technology/dp/B0B8NK5HTH/ref=sr_1_8?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-8,Samsung,8,N/A,"Inverter, Water Level 5.00",19990,27000,4.1,27022,26,54,56.8,98.8
"LG 7 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T70VBMB1Z, Auto Prewash, Turbodrum, Stainless Steel drum, LED Display, Smart Diagnosis Middle Black)",https://www.amazon.in/LG-Technology-Automatic-T70VBMB1Z-Turbodrum/dp/B0DPHT2HZL/ref=sr_1_9?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-9,LG,7,Middle Black,"Auto Restart, Child Lock, High Efficiency, Inverter, LED Display",N/A,N/A,4.2,19230,N/A,56,54,88.5
"LG 9 Kg, 5 Star, AI Direct Drive Technology, Steam, 6 Motion DD & Wi-Fi Fully-Automatic Front Load Washing Machine (FHP1209Z5M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black)",https://www.amazon.in/LG-Inverter-Fully-Automatic-Washing-FHP1209Z5M/dp/B0C3LHV43S/ref=sr_1_10?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-10,LG,9,N/A,N/A,38990,53990,4.2,4797,28,47.5,60,85
Whirlpool 8 Kg 5 MAGIC CLEAN PRO SW H Fully Automatic Top Load Washing Machine (MAGIC CLEAN PRO SW H KG GREY 10YMW with In-Built Heater),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfbXRmOjMwMDY0MzQ0MzkwNTIzMjo6MDo6&url=%2FWhirlpool-Fully-Automatic-Washing-Machine%2Fdp%2FB0DGLPJ1MB%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ,Whirlpool,8,Grey,Inbuilt Heater,18990,23700,3.9,12010,20,58,54,101
"IFB 7 Kg 5 Star with Deep Clean® Technology, AI Powered, Fully Automatic Top Load Washing Machine (TL701MG1, ActivMix, Aqua Energie, Med Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfbXRmOjMwMDY1NzE5ODgzNDYzMjo6MDo6&url=%2FPowered-Automatic-Washing-TL701MG1-ActivMix%2Fdp%2FB0D8LCKY99%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ,IFB,7,Med Grey,N/A,17990,23990,3.9,1619,25,57.5,54.3,94.6
"LG 7 Kg, 5 Star, Steam, Inverter Direct Drive Technology, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1207Z2W, Remove Allergens & Tough Stain, In-Built Heater, Essence White)",https://www.amazon.in/LG-Technology-Fully-Automatic-FHB1207Z2W-Allergens/dp/B0F4QQVV1L/ref=sr_1_13?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-13,LG,7,N/A,"Child Lock, High Efficiency, Hygiene Steam, Inverter, LED Display",25990,42490,4.3,6113,39,44,60,85
"Samsung 7 kg, Eco Bubble Technology, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4441YYTL, Lavender Gray)",https://www.amazon.in/Samsung-Inverter-Fully-Automatic-WA70BG4441YYTL-Technology/dp/B0B8NHX62W/ref=sr_1_14?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-14,Samsung,7,Lavender Gray,"Inverter, Water Level 5.00",17490,22500,4.1,7802,22,56.6,54,98.8
Ionstar 7.5 Kg Semi Automatic Washing Machine - 5 Star Rated - 2025 - Top Load - Jet Pulsator - Magic Filter - Special Air Dryer - Buzzer - Wheels - Powerful Copper Motor - 1500 RPM (STAR75-AQUA-G),https://www.amazon.in/Ionstar-Semi-Automatic-Washing-Machine/dp/B0DXQ5MQCF/ref=sr_1_15?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-15,IONSTAR,N/A,N/A,N/A,6750,18990,4.4,74,64,N/A,N/A,N/A
Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Dryer Deep Cleaning for Underwear Washing Machine Clothes Washer,https://www.amazon.in/Automatic-Mini-Washing-Machine-Underwear/dp/B0FLY6W8Z9/ref=sr_1_16?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-16,Sealegend,N/A,Multicolour,N/A,1289,2499,4.4,26046,48,N/A,N/A,N/A
"Bosch 8 kg, 5 Star, AI Active Water+, Anti-Tangle, Steam Anti Bacteria, Anti-Wrinkle Fully-Automatic Front Loading Washing Machine (WAJ28260IN, Reload Function, In-Built Heater, White)",https://www.amazon.in/Bosch-Anti-Tangle-Anti-Wrinkle-Fully-Automatic-WAJ28260IN/dp/B0F4K415FW/ref=sr_1_17?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-17,Bosch,8,N/A,"1400 RPM, Capacity 8 KG:Suitable for large Family, Child Lock, Inbuilt Heater",28990,48190,4.3,2089,40,59,59.8,84.8
"LG 7.5 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T75VBMB1Z, Auto Prewash, Turbodrum, Stainless Steel drum, LED Display, Smart Diagnosis, Middle Black)",https://www.amazon.in/LG-Technology-Automatic-T75VBMB1Z-Turbodrum/dp/B0DQY8JMMD/ref=sr_1_18?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-18,LG,7.5,N/A,"Auto Restart, Child Lock, High Efficiency, Inverter, LED Display",18990,27990,4.1,431,32,56,54,88.5
COFENDY Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Cloth Dryer Deep Cleaning for Underwear Washing Machine Clothes Washer Home (Multicolour),https://www.amazon.in/COFENDY-Automatic-Mini-Washing-Multicolour/dp/B0FJ8WYJX4/ref=sr_1_19?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-19,COFENDY,N/A,Multicolour,N/A,1599,2499,4.9,309,36,80,40,40
"LG 8 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T80VBMB4Z, Turbodrum, Auto Prewash, Stainless Steel drum, LED Display, Smart Diagnosis, Middle Black)",https://www.amazon.in/LG-Technology-Automatic-T80VBMB4Z-Turbodrum/dp/B0DPHTSTYJ/ref=sr_1_20?dib=eyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so&dib_tag=se&keywords=washing+machine&qid=1755843094&sr=8-20,LG,8,N/A,"Auto Restart, Child Lock, High Efficiency, Inverter, LED Display",19990,28990,4.1,3144,31,56,54,92.5
"Whirlpool 7 Kg 5 Star Inverter Front Load Washing Machine with In-Built Heater (SUPREME CARE 7012 -E, Midnight Grey, 100+ Tough Stains, Steam Technology, 2025 Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfYnRmOjMwMDY0MzQ2OTQ0MTczMjo6MDo6&url=%2FWhirlpool-Inverter-Washing-Midnight-Technology%2Fdp%2FB0FGNX85XS%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ,Whirlpool,7,MidNight Grey,"Auto Restart, Hygiene Steam, Inbuilt Heater",25990,30600,4.1,1092,15,60,64,85
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI5NTg4NDA2NjY2ODg4OjE3NTU4NDMwOTQ6c3BfYnRmOjMwMDM0NTE2OTU1MjQzMjo6MDo6&url=%2FIFB-Automatic-SERENA-GXN-7012%2Fdp%2FB0DFLL8FND%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.BbLCQ_haOAIjuaBilY7hpuGJ1yvdbx41HltUgerfhTU6dlxAMvIYmGhCL5Eqml0JHINbf0o1-9Th6enUIRP05-He6C29R1BdC415WWrrmBMXpSesjacsNbO8ToGfZhgZlQldKjWVL3xM4WjjJbOSB5v79xvJp8cTmdKczvvHlbY4oOPYnV3LRX_VUUOvr4wxmHkUrn3G2LeZWt7IKcVi8Pk1EjNAhHuAQXtzreYkryI.sau7dTC_nqw5PoB5kmVpEEzQ2TRHMKe_JhJ8bVTb9so%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843094%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ,IFB,7,N/A,N/A,28990,36590,4,2611,21,51.8,59.8,87.5
"Voltas Beko, A Tata Product 8 Kg 5 Star Fully-Automatic Top Loading Washing Machine with Anti-Bacterial wash Technology (WTL8006UEAH / OBS3060, Dark Grey, Inbuilt Heater)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfYXRmX25leHQ6MzAwNjM5ODk2NzA5MjMyOjowOjo&url=%2FVoltas-Beko-Fully-Automatic-WTL8006UEAH-OBS3060%2Fdp%2FB0F2TF4L83%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ,Voltas Beko,8,N/A,"Delay Start, Drum Clean, Inbuilt Heater, Protective Rat Mesh, Time Remaining Display",17950,41990,4,64,57,62,60.5,104
